"","x"
"89"," 재생과 나눔의 가치를 실현하는 자유로운 축제의 장으로 조성 전형준 기자 양양 서핑메카로 거듭나고 있는 강원 양양 죽도 인구해변 일원에서 오늘 일 보드스왑 이벤트가 진행된다 서핑문화를 선도하는 미디어 뉴스 스트리밍 기업 더블유에스비팜 과 라인웍스 가 주최하는 이번 행사는 서퍼들의 자발적인 동참으로 재생과 나눔의 가치를 실천하고자 마련됐다 보드스왑 은 말 그대로 서퍼들이 파도를 타는데 사용하는 서핑보드를 서로 교환하거나 나누는 행사로 플리마켓이나 아나바다 운동처럼 나에게는 필요 없지만 아직 쓸만한 서핑보드와 부대용품이 대상이 된다 행사 주최 측은 이벤트가 시작되는 낮 시부터 오후 시까지 현남면 인구항길 번지 일원의 차량을 통제하고 브랜드 셀러 부스를 설치해 행사장을 조성한다 행사 관계자는 보드스왑 데이는 천편일률적인 플리마켓이 아닌 환경과 문화의 가치를 서퍼들의 참여와 실천으로 함께 만들어가는 이벤트 라며 서핑산업의 육성을 돕고 서프시티 양양만의 고유한 볼거리를 제공하는 축제의 장으로 육성해 나가겠다 고 말했다 전형준 기자 양양 독자가 프레시안을 지킵니다 프레시안 조합원 가입하기 네이버 모바일 메인화면에서 프레시안을 만나세요 프레시안 채널 설정하기 성역 없는 언론 프레시안에 제보하기 무단전재 및 재배포금지"
"90"," 서울 도 동해안은 흐리고 비 이데일리 김겨레 기자 토요일인 오늘 일 은 전국에 구름이 많은 가운데 동해안은 흐리고 약하게 비가 내릴 전망이다 기상청에 따르면 일 전국은 북동쪽에서 찬 공기가 유입돼 평년보다 기온 분포가 낮을 것으로 보인다 낮 최고기온은 도로 예보돼 평년 도 과 비슷하거나 약간 낮겠다 서울 도 충남 도 전남 도 영동 도 경남 도 제주 도다 대기 확산이 원활해 미세먼지 농도는 전국 모든 지역에서 좋음 수준을 나타낼 것으로 보인다 바다의 물결은 서해상에서 로 일겠고 그 밖의 해상은 최고 로 높게 일겠다 동해안과 남해안 제주도는 바람이 강하게 불겠다 제 호 태풍 마리아 는 일 오전 일본 오키나와를 거쳐 일 오전 시 중국 상하이 남서쪽 부근까지 북상할 것으로 예상된다 김겨레 대를 위한 취업 금융 생활 정보가 가득 스냅타임 네이버 홈에서 이데일리 기사 보려면 구독하기 최신 웹툰이 매일 공짜 꿀잼 웹툰 감상하기 종합 경제정보 미디어 이데일리 무단전재 재배포 금지 "
"91"," 아라뱃길에서 수상스포츠를 아라마린 페스티벌 앵커 여름에 수상스포츠 즐기는 분들 많으시죠 김포 아라뱃길에서 수상스포츠를 직접 체험할 수 있는 행사가 진행되고 있다고 하는데요 현장에 나가 있는 뉴스캐스터 연결하겠습니다 신세미 캐스터 캐스터 네 저는 지금 김포 아라마리나에 나와 있습니다 여름 하면 수상스포츠를 빼놓을 수 없을 것 같은데요 이곳에서는 다양한 수상레저를 즐길 수 있는 아라마린 페스티벌이 열리고 있습니다 제 뒤로 보이는 것처럼 지금은 요트와 카약 그리고 대회가 열리고 있는데요 형형색색의 배들이 물살을 힘차게 가르며 나아가고 있습니다 올해로 회째를 맞은 아라마린 페스티벌에서는 수상레저대회와 다양한 수변 프로그램을 즐길 수 있습니다 아라뱃길에서는 카약과 요트 페들보드 종류의 수상 대회가 열리고 있는데요 힘차게 물살을 가르는 요트를 바라만 봐도 더위가 싹 날아가는 느낌입니다 시민들을 위해 마련된 체험장에서는 카약과 수상자전거 범퍼보트 등을 무료로 즐길 수 있습니다 이밖에도 수변 문화강장에는 먹거리와 즐길거리도 다양한데요 수상스포츠를 즐긴 뒤 허기진 배를 책임질 푸드트럭과 또 귀를 즐겁게 해 줄 음악콘서트도 준비돼 있습니다 그리고 지역 주민들이 준비한 로컬오픈마켓과 자선바자회도 열린다고 합니다 이번 축제는 내일까지 열립니다 주말에 가족과 또는 연인과 함께 수상레저도 즐기면서 여름을 시원하게 보내보시는 건 어떨까요 지금까지 김포 아라마리나에서 신세미입니다 기사문의 및 제보 카톡 라인 네이버 채널 구독 생방송 시청 대한민국 뉴스의 시작 앱 다운받기"
"92"," 다음 주 일 는 대체로 구름 낀 날이 많겠고 일부 지역에는 비가 오겠다 일 기상청에 따르면 화요일인 일 서울 경기도 강원도 등에는 장마전선의 영향으로 비가 내리겠다 이들 지역의 강수량은 평년 보다 조금 많을 것으로 예보됐다 일을 제외한 나머지 날은 대체로 고기압 가장자리에 들어 구름이 많이 끼겠다 기온은 평년 최저기온 도 최고기온 도 과 비슷하거나 조금 높겠다 기상청은 제 호 태풍 마리아 의 이동 경로에 따라 장마전선 위치가 달라질 수 있으니 앞으로 발표되는 기상 정보를 참고하기 바란다 고 당부했다 한경닷컴 뉴스룸 한경닷컴 바로가기 글방 모바일한경 구독신청 한국경제 무단전재 및 재배포 금지 "
"93"," 로 이적한 부폰 사진 뉴스 이탈리아 축구 국가대표팀 레전드 골키퍼인 잔루이지 부폰 이 불혹의 나이에 파리생재르망 에서 프로선수 생활을 이어간다 파르마와 유벤투스를 거치며 프로선수 생활을 한 부폰이 이탈리아가 아닌 다른 나라 리그에서 뛰는 것은 이번이 처음이다 는 일 한국시간 구단 홈페이지를 통해 부폰과의 년 계약을 알렸다 는 시즌을 치른 뒤 부폰에 대한 년 연장 옵션 행사 여부를 결정한다 이로써 유벤투스를 떠나 은퇴설이 불거졌던 부폰은 에서 현역 생활을 이어가게 됐다 이는 한 차례도 이루지 못한 유럽축구연맹 챔피언스리그 우승을 위한 행보로 보인다 한편 부폰은 세계 최고 골키퍼로 꼽힌다 년 이탈리아 부리그 파르마를 통해 프로에 데뷔했고 년 유벤투스 골문을 지켰다 특히 번이나 매치에 나선 부폰은 년 독일월드컵에서 우승 트로피를 들어올렸고 클럽팀을 포함해 총 경기에 출전해 차례나 우승을 차지했다 김창성 기자 머니 페이스북 최신 웹툰이 매일 공짜 "
"94"," 날씨 절기 소서 상쾌한 공기 서쪽 다소 더워 절기 중 번째 절기에 접어들었습니다 소서는 대체로 장마철에 찾아오는 절기로 손꼽히는데요 다행히 장마전선이 힘을 쓰지 못하면서 오늘 대체로 맑아서 활동하기 좋겠습니다 깨끗한 동풍도 계속해서 불어오고 있어서 먼지 걱정도 없는데요 전국의 미세먼지 농도 좋음 단계를 나타내겠습니다 다만 오늘은 자외선에 유의하셔야겠습니다 한동안 구름에 가려져 있던 햇볕이 쨍하게 드러나면서 오늘은 전국의 대부분 지역의 자외선 지수가 매우 높음 단계를 나타낼 텐데요 주말 바깥활동 계획하신다면 자외선차단 크림을 꼼꼼하게 챙겨바르시는 게 좋겠습니다 동풍 덕에 날도 별로 덥지 않고 공기도 깨끗하지만 동해안과 제주도를 중심으로는 비가 오락가락하고 있습니다 이들 지역은 바람도 무척 강하게 불고 있어서 시설물 피해 없도록 조심하셔야겠습니다 오늘 낮기온 서울 도 전주와 경주 도로 서쪽지역은 낮 동안 다소 덥겠습니다 그래도 아침 저녁으로는 날이 서늘한 만큼 얇은 겉옷 챙기시기 바랍니다 장마전선이 차차 북상하면서 일요일 오후에 제주도를 시작으로 장맛비가 내리겠고요 월요일에는 전국으로 확대되겠습니다 지금까지 날씨 전해드렸습니다 김하윤 기상캐스터 기사문의 및 제보 카톡 라인 네이버 채널 구독 생방송 시청 대한민국 뉴스의 시작 앱 다운받기"
"95"," 서울 강성철 기자 일본 오사카한국문화원은 오는 일 오사카시 한국문화원 누리홀에서 일본인 재일동포 한국어 교사의 역량 강화를 위한 서일본지역 한국어강사 연수회 를 개최한다고 일 밝혔다 외국인이 본 한국어 를 주제로 열리는 이번 연수에서는 중 고교 대학교 시민강좌 등에서 한국어를 가르치는 교사 명을 대상으로 한국어교육자료 활용법 한국문화를 통한 교수법 등을 가르친다 김수현 국립국어원 학예연구사 박소현 가톨릭대 이현진 울산대 교수 이나가와 유우키 데즈카야마학원대학 교수 등이 강사로 나선다 문화원 관계자는 다양한 현장에서 한국어를 지도하는 교사들의 전문성을 향상하고 교육자 간 네트워크 구축을 위해 연수회를 마련했다 고 밝혔다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"96"," 모처럼 청명한 날씨를 보인 일 대전 갑천 일대 파란 하늘에 구름이 드리워져 있어 아름다운 모습을 연출하고 있다 뉴미디어부 사진 박지성과 다시 뜨겁게 러시아월드컵 최신 경기 하이라이트 영상 보러가기 김동식 포럼 김동식 작가 신작 단독 연재 바로 가기 무단복제 및 재배포 금지 "
"97"," 강희수 기자 코주부 캐릭터의 만화가 고 김용환 화백을 기념하는 만화 공모전이 월 일까지 출품작을 받고 있다 코주부 김용환 기념 전국 만화 공모전 은 김해문화재단이 주관하고 김해문화의전당이 추진하는 행사다 한국 현대만화의 아버지로 불리는 코주부 김용환 화백은 김해시 진영 출신이라 이번 공모전도 김해시가 주도하고 있다 공모전의 주제는 모두 가지다 김해 가야문화 그리고 코주부 김용환 선생 이다 주제어 김해 는 김해의 이미지가 가야 문화 는 고대 아름다운 가야 문화가 부각 되면 된다 김용환 주제어는 김해가 낳은 만화계의 거장 김용환 선생과 관련 된 주제면 된다 만화 장르는 네칸 만화 일러스트 웹툰 으로 구분 되고 세 가지 중 하나를 선택하거나 두 가지를 선택할 수도 있다 응모는 청소년 부문 중ㆍ고등학생 과 일반 부문 대학ㆍ일반인 으로 나눠 받고 있다 총상금은 만 원이다 코주부 김용환 대상 은 상금이 청소년부 만 원 일반부 만 원이다 우수상은 청소년부 만 원씩 편 일반부 만 원씩 편이고 장려상은 청소년부 만 원씩 편 일반부 만 원씩 편의 수상작을 가린다 그외 입선작은 응모작의 내에서 선정 된다 수상작은 월 일 발표 예정이며 월에 개최되는 김용환 기념 기획 전시전에 전시된다 김용환 화백 은 대한만화가 협회를 설립해 초대회장을 역임했고 삽화 역사화 풍속화 시사만화 아동만화 등 다양한 분야에서 활동했다 사진 코주부 김용환 기념 전국 만화 공모전 포스터 "
"98"," 서울 뉴시스 김진아 기자 일 충남 부여군 서동공원에서 열린 제 회 부여서동연꽃축제 개막식에서 주제공연으로 부여충남국악단의 서동의 노래 가 화려하게 펼쳐지고 있다 대한민국 문화체육관광부 선정 년 연속 우수축제로 선정된 이번 부여서동연꽃축제는 세계를 품은 궁남지 밤에도 빛나다 라는 주제로 일까지 열린다 사진 부여군 제공 사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 로 보내주시면 적극 반영하겠습니다 "
"99"," 서울 뉴시스 김진아 기자 일 충남 부여군 서동공원에서 열린 제 회 부여서동연꽃축제 개막식에서 주제공연으로 부여충남국악단의 서동의 노래 가 화려하게 펼쳐지고 있다 대한민국 문화체육관광부 선정 년 연속 우수축제로 선정된 이번 부여서동연꽃축제는 세계를 품은 궁남지 밤에도 빛나다 라는 주제로 일까지 열린다 사진 부여군 제공 사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 로 보내주시면 적극 반영하겠습니다 "
"100"," 서울 뉴시스 김진아 기자 일 충남 부여군 서동공원에서 열린 제 회 부여서동연꽃축제 개막식에서 박정현 부여군수와 연꽃이 국화인 베트남 인도 이집트 카메룬 캄보디아 몽골 스리랑카 대사가 화려한 개막 퍼포먼스를 펼치고 있다 대한민국 문화체육관광부 선정 년 연속 우수축제로 선정된 이번 부여서동연꽃축제는 세계를 품은 궁남지 밤에도 빛나다 라는 주제로 일까지 열린다 사진 부여군 제공 사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 로 보내주시면 적극 반영하겠습니다 "
"101"," 서울 뉴시스 김진아 기자 일 충남 부여군 서동공원에서 열린 제 회 부여서동연꽃축제 개막식에서 박정현 부여군수와 연꽃이 국화인 베트남 인도 이집트 카메룬 캄보디아 몽골 스리랑카 대사가 화려한 개막 퍼포먼스를 펼치고 있다 대한민국 문화체육관광부 선정 년 연속 우수축제로 선정된 이번 부여서동연꽃축제는 세계를 품은 궁남지 밤에도 빛나다 라는 주제로 일까지 열린다 사진 부여군 제공 사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 로 보내주시면 적극 반영하겠습니다 "
"102"," 그래픽 송정근 기자한류 팬들이 가장 만나보고 싶은 스타는 누구일까 최근 팝 열풍에 다시 불을 지핀 방탄소년단일까 지난해 기준으로는 가수 싸이였다 위는 이민호 위는 송중기 위는 송혜교가 차지했다 방탄소년단은 위였다 지역별 한류 맹주 도 다르다 중국어권에서는 송중기 송혜교가 가장 환대 받고 중동에서의 인기는 이민호가 최고다 방탄소년단은 북미와 남미 등 미주 지역에서 인기가 높다 한국국제문화교류진흥원이 지난 월 발간한 한류 백서 는 해외 팬들의 한류에 대한 거의 모든 인식을 살핀다 가장 좋아하는 방송프로그램 종류를 비롯해 한국 화장품에 대한 인식 공연 한류와 관광 한류의 가능성까지 담았다 한국국제문화교류진흥원은 년 한류총서 를 시작으로 매년 한류의 현황을 담은 책자를 내놓고 있다 한류 백서 에 따르면 해외 한류 동호회 수는 개국 개다 이들 동호회 회원을 다 합하면 만명이다 남한 인구보다 배 많은 사람들이 한국 대중문화에 호감을 가지고 있는 셈이다 이소라 기자 단독 장자연 사건 진술조서 전문 공개 네이버 채널에서 한국일보를 구독하세요 한국일보 무단 전재 및 재배포 금지 "
"103"," 차별성 희소성 매력 요소 부각구매자 독일차 보유 경험 마세라티 기블리 서울경제 자동차 시장 개방이 년을 넘으면서 메르세데스 벤츠 아우디 등 독일 사 차를 일부 또는 전부 경험해 본 고객이 많아졌다 이들이 관심을 보이는 차는 어떤 차일까 수입차 업계에 따르면 스포츠 세단 중엔 이탈리아 고성능차 브랜드 마세라티의 엔트리카 기블리 가 큰 관심을 받고 있다 마세라티가 구매 고객을 대상으로 조사한 결과에 따르면 과거 독일 사 차를 보유했던 고객 비중이 를 넘는다 년간 수입차 시장을 이끌고 있는 독일차는 이미 경험해 봤으니 새로운 감성의 차를 타보고 싶다는 사람이 마세라티 구매자의 절반을 넘는다는 것이다 마세라티 차종 중에서 특히 기블리 는 독일 사 차를 보유했던 고객 비중이 에 달한다 기블리는 억 만원부터 시작하는 고가 차지만 마세라티 내에서는 엔트리 차다 상대적으로 접근성이 높다는 점에서 보다 넓은 소비자층의 관심을 받는다 마세라티는 년 약 대 지난해에는 대 넘게 팔리며 급상승세를 타고 있다 이 중 기블리는 지난해 대가 팔리고 올 상반기에도 대가 판매되며 마세라티 판매를 이끌고 있다 마세라티 관계자는 수입차 소비자 사이에서 남과 차별되는 멋 과 희소 가치 가 중요한 선택 포인트로 떠올랐다 면서 마세라티의 차별성과 희소성이 독일 사 브랜드를 경험한 국내 소비자들에게 매력 요소로 작용한 결과 라고 설명했다 기블리는 페라리가 공급한 ℓ급 가솔린 또는 디젤 엔진을 탑재한 도어 시트 스포츠 세단이다 가솔린 최상위 모델의 최고출력은 마력 디젤 모델의 최대토크는 에 달하는 고성능을 자랑한다 그란루소 와 그란스포트 두 가지 디자인 라인으로 나온다 가격은 억 만 억 만원 맹준호기자 서울경제 바로가기 이제 주식시세도 서울경제에서 확인하세요 바로가기 블록체인의 모든 것 서울경제 바로가기 저작권자 서울경제 무단 전재 및 재배포 금지 "
"104"," 일간스포츠 이승한기자 라이프 스타일 웨어 브랜드 스위브 가 래쉬가드 신제품 출시와 동시에 오션월드와 콜라보레이션 이벤트를 진행했다고 밝혔다 메가 이벤트를 통해 스위브 래쉬가드 포함 만원이상 구매고객에게 대명리조트 워터파크 무료입장권 월 일 토 스위브 데이 무료입장 을 오션월드 비발디파크 명 오션베이 거제마리나 명 오션파크 천안 명에게 증정하는 이벤트를 일 진행했다 차 이벤트로는 스위브 신상 비치웨어를 구매할 경우 모든 고객에게 전국 대명리조트 워터파크 할인권을 증정한다 신상 스위브 래쉬가드는 자외선 차단 최고 지수인 등급의 원단을 사용 하여 자외선을 차단하며 뜨거운 태양 밑에서도 강한 자외선차단용 제품이다 또한 방향 스트레치와 빠른 흡수 건조 기능으로 원단이 사방으로 늘어나고 복원성이 우수하여 자유로운 활동성을 극대화하고 수분을 빠르게 흡수 건조 시켜 물놀이 후에 급격한 체온 변화를 방지해준다 한편 일 오션월드에서는 스위브와 함께하는 해시태그 이벤트를 현장에서 진행한다 이승한기자 일간스포츠 페이스북 트위터 웨이보 일간스포츠 무단 전재 및 재배포 금지 "
"105"," 그림 조각 전시 남미의 거장 마우리시우 지 소우자 작품전모니카 리자 년 마우리시우 지 소우자 왼쪽 토끼 귀걸이를 한 모니카 년 서울 뉴스 여태경 기자 모나리자 진주 귀걸이를 한 소녀 등 세계 각국의 명화들이 어린이들도 쉽게 즐길 수 있는 만화 캐릭터로 재탄생했다 문화콘텐츠전문기업 가우디움어소시에이츠 대표이사 김대성 는 세계 유명 미술관이 소장한 명화를 만화 캐릭터로 재해석한 모니카와 떠나는 세계명화 여행전 을 오는 일부터 개최한다 남미의 월트 디즈니 로 불리는 마우리시우 지 소우자 는 년 자신의 살 난 딸을 모델로 창조한 모니카 캐릭터로 전 세계적인 만화 작가로 발돋움했다 그는 년 루브르 박물관에서 모나리자를 감상하다가 인류의 보물인 세계 명화를 자신만의 캐릭터로 재해석해 아이들에게 쉽게 이해할 수 있도록 하겠다 고 결심했고 년 넘게 작가의 꿈을 캔버스에 옮겼다 이번 전시에서는 모니카 캐릭터를 넣어 다시 그린 세계 명화 및 조각 점과 만화가 마우리시우의 작품 세계가 담긴 원화 및 오리지널 드로잉 점 등 총 여점의 작품을 선보인다 영화 어벤져스 스타워즈 배트맨 반지의 제왕 등을 패러디한 만화 작품도 만나볼 수 있다 모니카와 떠나는 세계명화 여행전 은 브라질 개 도시에서 차례로 열려 만명을 동원했던 의 아시아 순회전으로 서울에서는 처음으로 열린다 전시는 월 일부터 월 일까지 홍익대학교 대학로 아트센터 갤러리 에서 열린다 뉴스 채널설정하기 제보하기 러시아 월드컵 기사보기 뉴스 코리아 무단 전재 및 재배포 금지 "
"106"," 앵커 주말인 오늘은 본격적인 더위가 시작된다는 절기 소서 입니다 서쪽 지방은 이맘때 더위를 보이겠고 동쪽 지방은 비교적 선선하겠습니다 오늘은 중계차가 더위를 잊게 해줄 물총 축제 현장에 나가 있다고 하는데요 현장 연결해보겠습니다 박현실 캐스터 오늘 물놀이 하기에 최적의 날씨라고요 캐스터 오늘은 생각보다 더위도 심하지 않고 선선한 동풍이 불며 공기도 참 깨끗합니다 야외에서 물놀이 즐기기에 제격이 아닐까 싶은데요 이곳 연세로는 잠시 후 시에 시작될 물총축제 준비로 한창입니다 올해 축제는 신촌을 차지하려는 로봇 군단 과 인간 이 맞서 싸운다는 주제로 물총 싸움이 펼쳐집니다 올해로 회째를 맞는 신촌물총축제는 입장료 없이 남녀노소 누구나 참여 가능합니다 흥미로운 공연과 버블 파티 워터슬라이드 등 다양한 즐길 거리가 마련돼 있으니까요 주말 동안 특별한 계획 세우지 않으셨다면 신촌물총축제에서 더위와 스트레스를 모두 날려보시는 것도 좋겠습니다 주말인 오늘 대체로 맑은 가운데 심한 더위도 없겠습니다 서울과 대전 도 광주 도까지 오르겠고 동해안 지역은 강릉 도 울산 도에 머물며 선선하겠습니다 휴일인 내일도 내륙은 비 소식 없이 후텁지근 하겠고요 내일 오후부터 제주도에 장맛비가 내리기 시작해 다음 주 월요일에는 전국에 장맛비가 오겠습니다 주말을 맞아 바닷가로 피서 떠나신 분들도 많으실 텐데요 현재 동해와 남해상에 풍랑특보가 내려진 가운데 내일까지 동해안에 너울성 파도가 높게 일겠습니다 해안가 안전사고에도 주의하시기 바랍니다 바람은 불지만 햇살이 강해서 자외선 지수가 무척 높습니다 자외선 차단제 꼼꼼히 챙겨 바르시기 바랍니다 지금까지 박현실입니다 시간 실시간 뉴스 생방송 보기 러시아 월드컵 기사모음 저작권자 무단전재 및 재배포 금지 "
"107"," 날씨 절기 소서 파란 하늘 공기 깨끗 자외선 요즘 장마에 태풍 소나기까지 비소식이 참 잦았지만 오늘은 일부를 제외하고는 대체로 구름만 지나면서 활동하기 좋겠습니다 오늘 낮기온 서울 기준으로 도로 어제보다 소폭 오를 텐데요 그래도 습도가 높지 않아서 낮 동안 햇볕은 뜨겁더라도 후텁지근한 불쾌함은 한결 덜하겠습니다 오늘 구름 사이로 볕이 강하게 내리쬡니다 한동안 걱정 없었던 자외선도 오늘은 전국 대부분 지역에서 매우 높음 단계를 나타내겠습니다 주말 바깥활동 계획하신다면 자외선 차단크림을 꼼꼼하게 챙겨바르시기 바랍니다 오늘도 먼지 걱정 없습니다 대기확산이 원활해서 전국의 미세먼지 농도 종일 좋음 단계를 유지하겠습니다 현재 동풍의 영향을 받는 강원 영동과 영남 동해안 지역 제주도는 종일 비가 오락가락하겠습니다 이들 지역은 바람도 강하게 부는 만큼 시설물 피해 없도록 조심하시기 바랍니다 오늘 낮기온 서울 도 전주와 광주 도로 서쪽지역은 후텁지근하겠습니다 다만 아침 저녁으로는 날이 서늘한 만큼 얇은 겉옷 챙기시는 게 좋겠습니다 장마전선이 차차 북상하면서 오후에 제주도를 시작으로 장맛비가 내리기 시작하겠고요 월요일에는 전국으로 확대되겠습니다 지금까지 날씨 전해드렸습니다 김하윤 기상캐스터 기사문의 및 제보 카톡 라인 네이버 채널 구독 생방송 시청 대한민국 뉴스의 시작 앱 다운받기"
"108"," 리즈마재단 월 일 보은 나인밸리포레스트에서 행사 보은 뉴시스 김재광 기자 뉴욕 종합교육기관인 리즈마재단 김민선 여 회장이 고향인 충북 보은에서 썸머페스티벌 을 연다 리즈마재단은 오는 월 일 충북 보은군 마로면 나인밸리포레스트에서 리즈마 국제 썸머 페스티벌 캠프 를 개최한다고 일 밝혔다 고 김준철 청주대 이사장의 딸인 김 회장은 청주에서 태어나 청주여고 이화여대 음대를 졸업한 뒤 년 미국으로 건너간 뒤 년 월 일 롱아일랜드 힐사이드 애비뉴에 리즈마재단을 설립했다 이번 행사에는 맨해튼 음대 학과장인 알버트 마르코프 교수 상트페테르부르크 음악원 교수인 타마라 보둡나야 교수 뉴욕 놀스쇼어 심포니의 수석 첼로 연주자 박정윤 교수 등이 참여한다 리즈마재단은 음악 미술 입시 전문학원으로 출발해 음악 과학 등 대입 준비를 돕는 교육기관으로 성장했다 국제음악경연대회 음악대학 장학생 선발 경연대회 뉴욕청소년콘서트경연대회 등을 통해 세계적인 연주자를 양성하고 있다 뉴시스 빅데이터 주가시세표 바로가기 뉴시스 페이스북 트위터 "
"109"," 경기 연속 출루를 기록한 추신수 사진 뉴시스추신수가 경기 연속 홈런으로 경기 연속 출루 행진을 이어갔다 추신수 텍사스 레인저스 는 일 한국시간 미국 디트로이트의 코메리카파크서 열린 메이저리그 디트로이트 타이거즈와의 원정경기에 번 지명타자로 선발 출전 솔로포를 포함해 타수 안타 타점 득점을 기록했다 추신수는 이날 지난 일 휴스턴 애스트로스전 시즌 호포에 이어 호 솔로포를 작렬시켰다 회초 선두타자로 나선 추신수는 상대 선발 조던 짐머맨의 마일 직구를 받아쳐 중월 솔로 아치를 쏘아올렸다 호 솔로포로 추신수는 일찌감치 경기 출루 행진을 찍었다 앞서 추신수는 일 휴스턴전 대형 호 홈런으로 경기 연속 출루를 달성 메이저리그 아시아 선수 연속경기 출루 기록을 세웠다 이전 기록은 출루 안타 제조기 인 일본의 이치로 스즈키 가 년 세운 경기였다 추신수가 다음 경기에서 출루를 이어가면 텍사스 구단 기록인 훌리오 프랑코의 경기 년 와 타이를 이룬다 한편 현역 선수 최장 연속 출루 기록은 조이 보토 신시내티 레즈 와 알버트 푸홀스 에인절스 가 보유한 경기다 박정웅 기자 머니 페이스북 최신 웹툰이 매일 공짜 "
"110"," 영화 서버비콘 포스터미국에서 가장 살기 좋은 마을로 꼽히는 서버비콘 에서 일어나는 잔혹한 범죄 영화 서버비콘 감독 조지 클루니 은 서버비콘에 살고 있는 행복한 가장 가드너 맷 데이먼 와 쌍둥이 자매 로즈와 마가렛이 등장한다 남부러울 것 없는 삶을 사는 가드너는 마가렛과 함께 새로운 삶을 살기 위해 자신의 아내이자 마가렛의 쌍둥이 언니인 로즈를 살해할 계획을 세운다 치밀한 작전으로 로즈는 살해당하지만 의외의 목격자로 인해 가드너는 궁지에 몰린다 연약한 아내인 로즈 치명적인 매력을 지닌 마가렛을 연기하는 줄리안 무어는 인물들이 의도한 대로 흘러가지 않는 상황과 결국 자기 자신을 덫으로 이끄는 설정이 모두 흥미로웠다 며 촬영 소감을 밝혔다 가드너가 세운 완벽한 계획이 의외의 목격자로 인해 흐트러지며 돌이킬 수 없는 결말로 치닫는 범죄 잔혹극 서버비콘 은 오는 일 개봉한다 장운경 인턴기자 "
"111"," 영화사 마농남편이 수감돼 홀로 남겨진 중년 여성 한나 샬롯 램플링 가 인생의 마지막으로 향하는 며칠 동안의 일상을 다룬 영화 한나 감독 안드레아 팔라오로 의 메인 예고편이 공개됐다 항상 같은 표정으로 세상을 바라보며 무기력하고 고독하게 살던 한나는 엄마로서 아내로서 여자로서 홀로 자신의 삶과 조용히 싸운다 수감된 남편은 한나에게 아들을 절대 용서하지 말라는 말을 남기는 한편 한나는 아들에게 찾아가지만 아들로부터 냉정하게 외면받는다 그는 어느 날 내 자신이 어떤지 나를 둘러싼 주변도 둘러보고 싶고 라 말하며 자신의 삶을 다시 매만지기 시작한다 아무도 돌보지 않는 삶의 구석에서 끊임없이 자신을 찾던 한나가 맺게 될 삶의 결말은 어떤 모습일까 제 회 베니스국제영화제 여우주연상 수상작 한나 는 오는 일 개봉한다 장운경 인턴기자 "
"112"," 넷플릭스 프랑스 영화로 뱅상 엘바즈 마리소피 페르단 피에르 베네지가 출연한 영화 거꾸로 가는 남자 현재 넷플릭스 에서 상영중이다 영화 거꾸로 가는 남자 의 원제는 으로 단순하게 현실의 상황을 뒤집어서 나타냄으로써 성차별에 대해 잘 보여주고 있다 이 영화는 여자를 꽃이나 사냥감 정도로만 여긴 주인공 다미앵 이 여성이 지배하는 세상에서 깨어나 사냥감 신세로 전락한 모습을 보여준다 과거의 자신과 닮은 여성 작가에 맞서 존엄성을 지키며 살아가야 한다 영화 거꾸로 가는 남자 는 영화관에서는 상영하고 있지 않으며 넷플릭스 를 통해 관람할 수 있다 박자영 인턴기자 "
